age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
27.0, Private,706026.0, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
42.0, Private,100800.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
41.0, Local-gov,190368.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,70.0, United-States,0
42.0, Private,99373.0, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
27.0, Self-emp-not-inc,334132.0, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,78.0, United-States,0
40.0, Private,214010.0, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,37.0, United-States,0
59.0, Private,121912.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
38.0, Private,96330.0, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
51.0, Private,313146.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
30.0, Private,24292.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, United-States,1
58.0, Self-emp-not-inc,211547.0, 12th,8.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,52.0, United-States,0
22.0, State-gov,186634.0, 12th,8.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
26.0, Private,114483.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
29.0, Private,95465.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,0
20.0, Private,238917.0, 11th,7.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,32.0, Mexico,0
22.0, Private,189277.0, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,0
17.0, Private,123335.0, 10th,6.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,0
46.0, State-gov,327786.0, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, White, Female,3325.0,0.0,42.0, United-States,0
41.0, State-gov,88913.0, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,36.0, United-States,0
45.0, Federal-gov,179638.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
33.0, Private,122612.0, HS-grad,9.0, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,35.0, Thailand,0
44.0, Local-gov,73199.0, Assoc-voc,11.0, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
46.0, Local-gov,170092.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,43.0, United-States,0
46.0, Private,189763.0, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,30.0, United-States,0
18.0, Private,205218.0, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,0
31.0, Private,79190.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,35.0, United-States,0
48.0, State-gov,118330.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178.0,0.0,40.0, United-States,1
44.0, Private,167005.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,48.0, United-States,1
60.0, Self-emp-not-inc,224377.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
49.0, Private,147002.0, HS-grad,9.0, Never-married, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico,0
52.0, Private,284329.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,1
39.0, Private,188391.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7298.0,0.0,50.0, United-States,1
32.0, Self-emp-inc,99309.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
38.0, Private,478346.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688.0,0.0,40.0, United-States,1
37.0, Self-emp-not-inc,362062.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,50.0, United-States,1
23.0, Private,308498.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,15.0, United-States,0
51.0, Private,104748.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,0
62.0, Private,178745.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,1
20.0, Private,194630.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,3781.0,0.0,50.0, United-States,0
19.0, Private,178147.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,10.0, United-States,0
38.0, Private,91039.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,65.0, United-States,1
17.0, Self-emp-not-inc,60116.0, 10th,6.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,10.0, United-States,0
28.0, Federal-gov,42003.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,1
35.0, Private,75855.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298.0,0.0,40.0, ?,1
36.0, State-gov,112074.0, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
19.0, Private,168693.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,25.0, United-States,0
41.0, Private,185660.0, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
65.0, Private,185001.0, 10th,6.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
43.0, Private,258049.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,53.0, United-States,1
23.0, State-gov,241951.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
28.0, Private,195573.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,0
30.0, Self-emp-not-inc,172748.0, 7th-8th,4.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
23.0, Private,119665.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
21.0, Private,57916.0, HS-grad,9.0, Separated, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States,0
37.0, Private,137229.0, Assoc-voc,11.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,1
47.0, Private,104521.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
45.0, Self-emp-inc,155664.0, 5th-6th,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, ?,1
21.0, Private,174714.0, Assoc-acdm,12.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,35.0, United-States,0
59.0, Private,316027.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,45.0, Cuba,0
33.0, Private,125762.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, United-States,1
32.0, Private,200323.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
46.0, Private,165953.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,45.0, United-States,1
25.0, Private,91709.0, Assoc-acdm,12.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,45.0, United-States,0
35.0, Private,108140.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,1
33.0, Private,205950.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,0
35.0, Self-emp-not-inc,102471.0, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,80.0, Puerto-Rico,0
19.0, Private,229756.0, HS-grad,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,50.0, United-States,0
39.0, ?,204756.0, Some-college,10.0, Divorced, ?, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
31.0, Private,124827.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
58.0, Local-gov,271795.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
56.0, Private,159770.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,84977.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
38.0, Private,226357.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
46.0, Local-gov,175754.0, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,1876.0,60.0, United-States,0
27.0, Private,167501.0, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States,0
19.0, Private,201743.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States,0
29.0, Private,663394.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0.0,0.0,40.0, United-States,0
54.0, Private,145714.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,7688.0,0.0,25.0, United-States,1
48.0, Private,171095.0, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, England,0
49.0, Local-gov,119904.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688.0,0.0,30.0, United-States,1
39.0, Private,487486.0, HS-grad,9.0, Widowed, Handlers-cleaners, Unmarried, White, Male,0.0,0.0,40.0, ?,0
50.0, Self-emp-inc,123429.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, Italy,1
41.0, Private,57233.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,70.0, United-States,0
36.0, Private,215392.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,1
40.0, ?,70645.0, Some-college,10.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,20.0, United-States,0
26.0, Private,124068.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States,0
25.0, Private,252752.0, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
70.0, Private,102610.0, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,32.0, United-States,0
24.0, Private,293091.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,0
44.0, Federal-gov,280362.0, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,1
50.0, Private,72351.0, Bachelors,13.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,45.0, United-States,0
38.0, Private,193026.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
46.0, Private,106092.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,1
24.0, Self-emp-not-inc,174391.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,0
30.0, Private,173005.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,44.0, United-States,0
27.0, Federal-gov,105189.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,4865.0,0.0,50.0, United-States,0
31.0, Private,61308.0, 10th,6.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
34.0, Self-emp-not-inc,426431.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
34.0, Self-emp-inc,127651.0, Bachelors,13.0, Divorced, Farming-fishing, Not-in-family, White, Male,0.0,0.0,60.0, United-States,0
25.0, Private,178025.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
56.0, Private,220187.0, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,45.0, United-States,1
45.0, Self-emp-not-inc,319122.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,14084.0,0.0,45.0, United-States,1
25.0, Private,195994.0, 1st-4th,2.0, Never-married, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,40.0, Guatemala,0
33.0, Private,111567.0, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
24.0, Private,175254.0, Some-college,10.0, Never-married, Transport-moving, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
28.0, Local-gov,149991.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0.0,0.0,42.0, United-States,1
58.0, Private,159378.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States,1
35.0, Self-emp-inc,187053.0, Bachelors,13.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,50.0, United-States,0
46.0, Private,213140.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, ?,1
24.0, Private,121023.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
37.0, Private,214738.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
52.0, Private,152373.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
35.0, Private,224889.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,0
61.0, State-gov,151459.0, 10th,6.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,38.0, United-States,0
45.0, Self-emp-not-inc,123681.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30.0, United-States,0
53.0, Local-gov,197054.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
36.0, ?,370585.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, Black, Male,0.0,0.0,40.0, United-States,0
49.0, Private,315984.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,0
46.0, State-gov,107231.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1740.0,40.0, United-States,0
40.0, Self-emp-not-inc,188436.0, HS-grad,9.0, Separated, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, United-States,0
63.0, Private,28334.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,1
50.0, Self-emp-not-inc,89737.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States,0
39.0, Private,271521.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,48.0, Philippines,1
22.0, Private,100587.0, Some-college,10.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,15.0, United-States,0
44.0, Private,344060.0, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,1
76.0, ?,224680.0, Prof-school,15.0, Married-civ-spouse, ?, Husband, White, Male,0.0,1258.0,20.0, United-States,0
22.0, Private,237498.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,0
50.0, Local-gov,173224.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
55.0, Local-gov,286967.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,0
27.0, Private,116358.0, Some-college,10.0, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0.0,1980.0,40.0, Philippines,0
34.0, ?,346762.0, 11th,7.0, Divorced, ?, Own-child, White, Male,0.0,0.0,84.0, United-States,0
43.0, Private,212894.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
27.0, Private,410351.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
24.0, State-gov,249385.0, Bachelors,13.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,10.0, United-States,0
22.0, Private,109053.0, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
18.0, Self-emp-inc,101061.0, 11th,7.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,70.0, United-States,0
40.0, Private,163215.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,10520.0,0.0,40.0, United-States,1
23.0, Private,148709.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,35.0, United-States,0
47.0, Private,379118.0, HS-grad,9.0, Divorced, Other-service, Unmarried, Black, Male,0.0,0.0,9.0, United-States,0
41.0, State-gov,108945.0, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Female,14344.0,0.0,40.0, United-States,1
20.0, Private,165201.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,4.0, United-States,0
44.0, Private,378251.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,38.0, United-States,0
52.0, Self-emp-inc,100506.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States,1
36.0, State-gov,96468.0, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,0
29.0, Local-gov,169544.0, Some-college,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,48.0, United-States,0
59.0, Local-gov,100776.0, Assoc-voc,11.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
57.0, Private,31532.0, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,0
28.0, Private,315287.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
28.0, Private,31801.0, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,60.0, United-States,0
22.0, Private,310152.0, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
35.0, Private,26987.0, HS-grad,9.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
60.0, Private,250552.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,1
24.0, Private,73928.0, Assoc-voc,11.0, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,20.0, United-States,0
23.0, Private,292023.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,30.0, United-States,0
65.0, Self-emp-not-inc,28367.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,0
44.0, Private,222504.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,45.0, United-States,1
58.0, Local-gov,160586.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,0
42.0, Private,213821.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1887.0,40.0, United-States,1
44.0, Private,223308.0, Masters,14.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,48.0, United-States,0
22.0, Private,464103.0, 1st-4th,2.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Guatemala,0
47.0, Private,193047.0, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, United-States,1
34.0, Private,105493.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,0
41.0, Private,324629.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Yugoslavia,0
58.0, Local-gov,32855.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States,0
35.0, Private,45937.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
19.0, Private,129151.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, United-States,0
56.0, Federal-gov,130454.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,1
42.0, Private,183319.0, 5th-6th,3.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, El-Salvador,0
28.0, Private,186720.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,50.0, United-States,0
25.0, Private,332702.0, Assoc-voc,11.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,15.0, United-States,0
47.0, Private,133758.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,1974.0,40.0, United-States,0
28.0, Private,285294.0, Bachelors,13.0, Married-civ-spouse, Sales, Wife, Black, Female,15024.0,0.0,45.0, United-States,1
44.0, Private,171722.0, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,39.0, United-States,0
51.0, Private,146574.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
37.0, Self-emp-not-inc,36214.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,65.0, United-States,1
54.0, Private,179291.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,56.0, Haiti,1
41.0, Private,115411.0, Some-college,10.0, Divorced, Sales, Own-child, White, Male,2174.0,0.0,45.0, United-States,0
27.0, Private,329005.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,0
38.0, Private,51838.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,0
25.0, Private,252187.0, 11th,7.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
33.0, Private,150154.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,0
43.0, Local-gov,96102.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,1887.0,40.0, United-States,1
44.0, Private,192976.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States,0
33.0, Private,121904.0, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,28.0, United-States,0
24.0, State-gov,275421.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States,0
38.0, State-gov,125499.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7688.0,0.0,60.0, India,1
39.0, Private,242922.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,0
51.0, Private,153870.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,1
56.0, Private,282023.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,1
45.0, Private,125194.0, 11th,7.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,0
45.0, Self-emp-inc,122206.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,1
23.0, Private,297152.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,0.0,25.0, United-States,0
55.0, Self-emp-not-inc,308746.0, Prof-school,15.0, Widowed, Prof-specialty, Not-in-family, White, Male,0.0,0.0,55.0, United-States,1
23.0, Private,234663.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,0
23.0, Private,203076.0, Some-college,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40.0, United-States,0
40.0, Private,88368.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,914.0,0.0,40.0, United-States,0
53.0, Private,103931.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,0
39.0, Private,114844.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,1876.0,50.0, United-States,0
20.0, Private,204641.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,0
54.0, Private,162238.0, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,1
34.0, Private,347166.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,0
49.0, ?,52590.0, HS-grad,9.0, Never-married, ?, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,0
21.0, Private,211013.0, 9th,5.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,50.0, Mexico,0
53.0, Self-emp-not-inc,145419.0, 1st-4th,2.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,67.0, Italy,1
20.0, Private,189888.0, 12th,8.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,0
32.0, Private,43403.0, Some-college,10.0, Divorced, Farming-fishing, Not-in-family, White, Female,0.0,1590.0,54.0, United-States,0
60.0, Private,152369.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,0
33.0, Private,70447.0, HS-grad,9.0, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,0
22.0, Private,230574.0, 10th,6.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,25.0, United-States,0
46.0, Private,155659.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,40.0, United-States,1
